Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Qwen_Fraud_Flag,Qwen_Fraud_Reason
Real (Census),34210207,GPS KALARA KHASA,GUJRAT,GUJRAT,Primary,Functional,No,,5.0,,,144.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34210069,GGHS KUNJAH,GUJRAT,GUJRAT,High,Functional,No,,43.0,,,1633.0,,16,16,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34210184,GGHS GILLAN WALA,GUJRAT,GUJRAT,High,Functional,No,,15.0,,,381.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34220439,GGPS KHAIR GHANSAR,GUJRAT,KHARIAN,Primary,Functional,No,,4.0,,,52.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35610189,GPS KOT MUHAMMAD HUSSAIN,NANKANA SAHIB,NANKANA SAHIB,Primary,Functional,No,,4.0,,,131.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35641050,GGPS DERA SHAHBAZ KHAN,NANKANA SAHIB,SANGLA HILL,Primary,Functional,No,,6.0,,,177.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35640650,GPS SULTAN ABAD,NANKANA SAHIB,SANGLA HILL,Primary,Functional,No,,,,,59.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35610539,GGPS KOT BENIDAS,NANKANA SAHIB,NANKANA SAHIB,Primary,Functional,No,,6.0,,,207.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),35610336,GPS WARA LAHIB SINGH,NANKANA SAHIB,NANKANA SAHIB,Primary,Functional,No,,4.0,,,113.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31310562,GGES CHAK NO. 94/NP,RAHIMYAR KHAN,KHANPUR,Middle,Functional,No,,9.0,,,230.0,,7,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,7.14,False,
Real (Census),31330241,GPS CHAK 49/P (PSSP),RAHIMYAR KHAN,RAHIMYAR KHAN,Primary,Functional,No,,,,,17.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31340354,GPS MALIK KHAIR MUHAMMAD,RAHIMYAR KHAN,SADIQABAD,Primary,Functional,No,,4.0,,,199.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31320695,GGPS BASTI RAEES USMAN,RAHIMYAR KHAN,LIAQATPUR,Primary,Functional,No,,4.0,,,97.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31310075,GGES DIN PUR SHARIF,RAHIMYAR KHAN,KHANPUR,Middle,Functional,No,,11.0,,,351.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31130398,GGPS CHAK NO 188/7-R E,BAHAWALNAGAR,FORT ABBAS,Primary,Functional,No,,4.0,,,132.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31130369,GGPS CHAK NO 291 HR,BAHAWALNAGAR,FORT ABBAS,Primary,Functional,No,,4.0,,,112.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31110050,GES FAROOQ ABAD,BAHAWALNAGAR,BAHAWALNAGAR,Middle,Functional,No,,12.0,,,226.0,,6,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,8.33,False,
Real (Census),31130278,GGPS 195 HB,BAHAWALNAGAR,FORT ABBAS,Primary,Functional,No,,4.0,,,118.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31140259,GPS CHAK NO.32/3-R,BAHAWALNAGAR,HAROONABAD,Primary,Functional,No,,3.0,,,85.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33230515,GGPS SHORKOT CANTT NO. 1,JHANG,SHORKOT,Primary,Functional,No,,7.0,,,150.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33220691,GGPS KULKURAI NO. 2,JHANG,JHANG,Primary,Functional,No,,6.0,,,120.0,,4,4,Yes-Wholly,No,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,10.0,False,
Real (Census),33230065,GES MIRAK SIAL,JHANG,SHORKOT,Middle,Functional,No,,15.0,,,769.0,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33220019,GHS PAKKAY WALA,JHANG,JHANG,High,Functional,No,,19.0,,,640.0,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33250398,GPS DOSA,JHANG,18-HAZARI,Primary,Functional,No,,5.0,,,182.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34630333,GGPS GADGOR,MANDI BAHA UD DIN,PHALIA,Primary,Functional,No,,4.0,,,91.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34630071,GGHS BHOA HASAN,MANDI BAHA UD DIN,PHALIA,High,Functional,No,,12.0,,,466.0,,9,9,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34620292,GGPS MC DERA ROSHAN MBDIN,MANDI BAHA UD DIN,MANDI BAHUDDIN,Primary,Functional,No,,5.0,,,249.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34620216,GGPS KOT AHMAD SHAH,MANDI BAHA UD DIN,MANDI BAHUDDIN,Primary,Functional,No,,6.0,,,136.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34620121,GPS BHACHER,MANDI BAHA UD DIN,MANDI BAHUDDIN,Primary,Functional,No,,6.0,,,136.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33410296,GPS RAZA NAGAR,CHINIOT,BHOWANA,Primary,Functional,No,,4.0,,,160.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33410240,GPS CHAK NO 466 JB DEPUTY WALA,CHINIOT,BHOWANA,Primary,Functional,No,,4.0,,,135.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33430143,GPS BASTI WALA,CHINIOT,LALIAN,Primary,Functional,No,,4.0,,,256.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33420119,GGES BUKHARIAN,CHINIOT,CHINIOT,Middle,Functional,No,,12.0,,,340.0,,7,7,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33420110,GGES EID GAH NO. 1 CHINIOT,CHINIOT,CHINIOT,Middle,Functional,No,,18.0,,,761.0,,12,12,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32230667,GPS CHAK NO. 125-A/TDA,LAYYAH,LAYYAH,Primary,Functional,No,,4.0,,,109.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,Middle,Functional,No,,8.0,,,211.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32230109,GGHS CHAK NO.162/TDA,LAYYAH,LAYYAH,High,Functional,No,,16.0,,,680.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32210111,GPS HAFIZ ABAD,LAYYAH,CHAUBARA,Primary,Functional,No,,4.0,,,101.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,Primary,Functional,No,,5.0,,,149.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,Primary,Functional,No,,3.0,,,39.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,5.0,,,225.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,4.0,,,168.0,,4,4,Yes-Wholly,Yes-Wholly,No,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,False,
Real (Census),32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,,,,101.0,,4,2,Yes-Wholly,No,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,22.5,False,
Real (Census),32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,Primary,Functional,No,,3.0,,,110.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32320476,GGES MANHAN (ARAIN WALA),MUZAFFARGARH,KOT ADU,Middle,Functional,No,,14.0,,,192.0,,6,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,4.17,False,
Real (Census),32310166,GGPS BASTI BARA,MUZAFFARGARH,ALIPUR,Primary,Functional,No,,3.0,,,101.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,5.0,,,124.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,6.0,,,166.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32330189,GPS KOTHELA,MUZAFFARGARH,MUZAFFARGARH,Primary,Functional,No,,4.0,,,91.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36420223,"GPS 44/10-R JADEED, P/O 44/10-R, JADEED",KHANEWAL,KHANEWAL,Primary,Functional,No,,3.0,,,149.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36420019,"GHS 30/10-R, KACHA KHUH",KHANEWAL,KHANEWAL,High,Functional,No,,15.0,,,284.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36410034,GGHSS JODH PUR KABIRWALA,KHANEWAL,KABIRWALA,H.Sec.,Functional,No,,33.0,,,1347.0,,17,16,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,1.47,False,
Real (Census),36430337,"GPS MODEL 113/15-L, P/O 116/15-L, MIAN CHANNU",KHANEWAL,MIAN CHANNU,Primary,Functional,No,,4.0,,,188.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36410376,"GMPS BAHADUR WALA, KABIRWALA",KHANEWAL,KABIRWALA,Primary,Functional,No,,3.0,,,151.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39210362,GGPS 25/SP,PAKPATTAN,PAKPATTAN,Primary,Functional,No,,5.0,,,326.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39220416,GGPS 79/EB-I ARIFWALA,PAKPATTAN,ARIFWALA,Primary,Functional,No,,3.0,,,169.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39220307,GGPS 26 EB,PAKPATTAN,ARIFWALA,Primary,Functional,No,,2.0,,,98.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39220400,GGES 52 EB PO 52 EB,PAKPATTAN,ARIFWALA,Middle,Functional,No,,7.0,,,282.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39220269,GGPS MC NO. 4 IQBAL NAGAR ARIFWALA,PAKPATTAN,ARIFWALA,Primary,Functional,No,,4.0,,,113.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36620075,GPS LAL BAGHALI,LODHRAN,KAROR PACCA,Primary,Functional,No,,6.0,,,214.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36630255,GGES 301 WB,LODHRAN,DUNYAPUR,Middle,Functional,No,,10.0,,,324.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36610037,GHS CHAMB KULYAR,LODHRAN,LODHRAN,High,Functional,No,,16.0,,,526.0,,14,14,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36610049,GMES JAL WALA,LODHRAN,LODHRAN,Middle,Functional,No,,11.0,,,188.0,,7,7,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36630155,GPS CHAK NO. 386/WB,LODHRAN,DUNYAPUR,Primary,Functional,No,,3.0,,,70.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32410358,GGPS BASTI SONHARA,RAJANPUR,JAMPUR,Primary,Functional,No,,4.0,,,47.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32420367,GGCMES MUDDASIR ABAD,RAJANPUR,RAJANPUR,Middle,Functional,No,,7.0,,,184.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32420389,GGPS FIRDOUSI FARM,RAJANPUR,RAJANPUR,Primary,Functional,No,,,,,30.0,,3,2,Yes-Wholly,No,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,18.33,False,
Real (Census),32430225,GPS BASTI WADERA ABDUL RAZZAQ DULLANI,RAJANPUR,ROJHAN,Primary,Functional,No,,4.0,,,40.0,,2,1,No,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,27.5,False,
Real (Census),32410347,GGPS BASTI MALKANI,RAJANPUR,JAMPUR,Primary,Functional,No,,4.0,,,128.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39110291,GPS 165-A/9-L,SAHIWAL,CHICHAWATANI,Primary,Functional,No,,4.0,,,188.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39110439,GGPS 40/12-L,SAHIWAL,CHICHAWATANI,Primary,Functional,No,,4.0,,,238.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
