Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Data_Risk_Reason,Qwen_Fraud_Flag,Qwen_Fraud_Reason,Latitude,Longitude,Percent_Built_Earliest,Percent_Built_Recent,Satellite_BuiltUp_Percent,Satellite_Density_Flag,Satellite_Risk_Reason,Final_GhostSchool_Reason,Satellite_Confidence
Real (Census),32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,5.0,,,225.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.550891,70.595535,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,4.0,,,168.0,,4,4,Yes-Wholly,Yes-Wholly,No,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,No drinking water,False,,30.550891,70.595535,,,,NoData,,"The census-based data analysis shows no drinking water. No usable satellite reading is available — the school could only be geocoded to its tehsil centre, and imagery there would not represent its actual location.",Tehsil-Level
Real (Census),32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,,,,101.0,,4,2,Yes-Wholly,No,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,22.5,Moderate toilet non-functionality (only 2 of 4 working) and no electricity,False,,30.550891,70.595535,,,,NoData,,"The census-based data analysis shows moderate toilet non-functionality (only 2 of 4 working) and no electricity. No usable satellite reading is available — the school could only be geocoded to its tehsil centre, and imagery there would not represent its actual location. The data indicators alone warrant a follow-up review.",Tehsil-Level
Real (Census),32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,Primary,Functional,No,,3.0,,,110.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.550891,70.595535,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),32320476,GGES MANHAN (ARAIN WALA),MUZAFFARGARH,KOT ADU,Middle,Functional,No,,14.0,,,192.0,,6,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,4.17,All monitored infrastructure indicators within normal range,False,,30.405512,70.937831,,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),32310166,GGPS BASTI BARA,MUZAFFARGARH,ALIPUR,Primary,Functional,No,,3.0,,,101.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.061283,71.1901326,100.0,100.0,100.0,High_Density, 100% built-up area detected — clearly in a developed location,"The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up around the school's exact location, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",School-Level
Real (Census),32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,5.0,,,124.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.405512,70.937831,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,6.0,,,166.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.405512,70.937831,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),32330189,GPS KOTHELA,MUZAFFARGARH,MUZAFFARGARH,Primary,Functional,No,,4.0,,,91.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.084183,71.1939667,100.0,90.62,90.62,High_Density,"Village-area shows 90.6% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 90.6% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36420223,"GPS 44/10-R JADEED, P/O 44/10-R, JADEED",KHANEWAL,KHANEWAL,Primary,Functional,No,,3.0,,,149.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.3022528,71.9278916,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36420019,"GHS 30/10-R, KACHA KHUH",KHANEWAL,KHANEWAL,High,Functional,No,,15.0,,,284.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.3022528,71.9278916,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36410034,GGHSS JODH PUR KABIRWALA,KHANEWAL,KABIRWALA,H.Sec.,Functional,No,,33.0,,,1347.0,,17,16,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,1.47,All monitored infrastructure indicators within normal range,False,,30.3409282,71.90509,100.0,85.94,85.94,High_Density,"Village-area shows 85.9% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 85.9% built-up in the surrounding village area (down from 100% in the 2017 imagery), suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36430337,"GPS MODEL 113/15-L, P/O 116/15-L, MIAN CHANNU",KHANEWAL,MIAN CHANNU,Primary,Functional,No,,4.0,,,188.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.4389367,72.3550547,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36410376,"GMPS BAHADUR WALA, KABIRWALA",KHANEWAL,KABIRWALA,Primary,Functional,No,,3.0,,,151.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.3409282,71.90509,100.0,85.94,85.94,High_Density,"Village-area shows 85.9% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 85.9% built-up in the surrounding village area (down from 100% in the 2017 imagery), suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),39210362,GGPS 25/SP,PAKPATTAN,PAKPATTAN,Primary,Functional,No,,5.0,,,326.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.3550157,73.3951195,100.0,100.0,100.0,High_Density, 100% built-up area detected — clearly in a developed location,"The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up around the school's exact location, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",School-Level
Real (Census),39220416,GGPS 79/EB-I ARIFWALA,PAKPATTAN,ARIFWALA,Primary,Functional,No,,3.0,,,169.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.2944504,73.0589418,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),39220307,GGPS 26 EB,PAKPATTAN,ARIFWALA,Primary,Functional,No,,2.0,,,98.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.2944504,73.0589418,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),39220400,GGES 52 EB PO 52 EB,PAKPATTAN,ARIFWALA,Middle,Functional,No,,7.0,,,282.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.2944504,73.0589418,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),39220269,GGPS MC NO. 4 IQBAL NAGAR ARIFWALA,PAKPATTAN,ARIFWALA,Primary,Functional,No,,4.0,,,113.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.2944504,73.0589418,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36620075,GPS LAL BAGHALI,LODHRAN,KAROR PACCA,Primary,Functional,No,,6.0,,,214.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.67360735,71.67203475,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),36630255,GGES 301 WB,LODHRAN,DUNYAPUR,Middle,Functional,No,,10.0,,,324.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.8068303,71.7210552,0.0,87.5,87.5,High_Density,"Village-area shows 87.5% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 87.5% built-up in the surrounding village area (up from 0% in the 2017 imagery), suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36610037,GHS CHAMB KULYAR,LODHRAN,LODHRAN,High,Functional,No,,16.0,,,526.0,,14,14,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.5403844,71.6230143,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36610049,GMES JAL WALA,LODHRAN,LODHRAN,Middle,Functional,No,,11.0,,,188.0,,7,7,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.5403844,71.6230143,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),36630155,GPS CHAK NO. 386/WB,LODHRAN,DUNYAPUR,Primary,Functional,No,,3.0,,,70.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.8068303,71.7210552,0.0,87.5,87.5,High_Density,"Village-area shows 87.5% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 87.5% built-up in the surrounding village area (up from 0% in the 2017 imagery), suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),32410358,GGPS BASTI SONHARA,RAJANPUR,JAMPUR,Primary,Functional,No,,4.0,,,47.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.6384224,70.5772492,96.88,93.75,93.75,High_Density,"Village-area shows 93.8% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 93.8% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),32420367,GGCMES MUDDASIR ABAD,RAJANPUR,RAJANPUR,Middle,Functional,No,,7.0,,,184.0,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.1002542,70.3378699,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),32420389,GGPS FIRDOUSI FARM,RAJANPUR,RAJANPUR,Primary,Functional,No,,,,,30.0,,3,2,Yes-Wholly,No,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,18.33,No electricity and moderate toilet non-functionality (only 2 of 3 working),False,,29.1002542,70.3378699,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no electricity and moderate toilet non-functionality (only 2 of 3 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),32430225,GPS BASTI WADERA ABDUL RAZZAQ DULLANI,RAJANPUR,ROJHAN,Primary,Functional,No,,4.0,,,40.0,,2,1,No,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,27.5,No boundary wall and moderate toilet non-functionality (only 1 of 2 working),False,,28.78785,70.00177,67.19,70.31,70.31,High_Density,"Village-area shows 70.3% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 70.3% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall and moderate toilet non-functionality (only 1 of 2 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.",Village-Level
Real (Census),32410347,GGPS BASTI MALKANI,RAJANPUR,JAMPUR,Primary,Functional,No,,4.0,,,128.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,29.6384224,70.5772492,96.88,93.75,93.75,High_Density,"Village-area shows 93.8% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 93.8% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),39110291,GPS 165-A/9-L,SAHIWAL,CHICHAWATANI,Primary,Functional,No,,4.0,,,188.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.530163,72.678457,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),39110439,GGPS 40/12-L,SAHIWAL,CHICHAWATANI,Primary,Functional,No,,4.0,,,238.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.530163,72.678457,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),39120475,GGPS CHENNA KARAMALI,SAHIWAL,SAHIWAL,Primary,Functional,No,,,,,140.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.6483426,73.098434,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),39110165,GGES 64/12-L,SAHIWAL,CHICHAWATANI,Middle,Functional,No,,8.0,,,107.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.530163,72.678457,,,,NoData,,The census-based data analysis shows all monitored infrastructure indicators within normal range. No usable satellite reading is available — the school could only be geocoded to its tehsil centre — so this assessment rests on the data indicators alone.,Tehsil-Level
Real (Census),39120117,GES 154/9-L,SAHIWAL,SAHIWAL,Middle,Functional,No,,9.0,,,246.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,All monitored infrastructure indicators within normal range,False,,30.6483426,73.098434,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","The census-based data analysis shows all monitored infrastructure indicators within normal range, and satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location. The two findings agree and are consistent with a functioning school; no ghost-school signal is present.",Village-Level
Real (Census),34520617,GES AMBALTAS,HAFIZABAD,PINDI BHATTIAN,Middle,Functional,No,,11.0,,,100.0,,3,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,8.33,Moderate toilet non-functionality (only 2 of 3 working),False,,31.9000019,73.2713766,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 2 of 3 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),34520039,GGHS MADHORA KALAN,HAFIZABAD,PINDI BHATTIAN,High,Functional,No,,8.0,,,279.0,,7,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,7.14,Moderate toilet non-functionality (only 5 of 7 working),False,,31.9000019,73.2713766,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 5 of 7 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
